hnid,school,field_of_study,year
DTE,University of North Carolina at Chapel Hill,,2009
DTE,University of Michigan,,2011
DTE,University of Michigan,,2012
DTE,University of Michigan,,2013
DTE,University of Michigan,,2014
dterrones,Stanford University,Computer Science,2018
dterrones,Stanford University,Computer Science,2019
dterrones,Stanford University,Computer Science,2020
dtft,Cate School,,2006
dtft,Cate School,,2007
dtft,Cate School,,2008
dtft,Cate School,,2009
dtft,Cate School,,2010
dtft,University of Southern California,Physics,2012
dtft,University of Southern California,Physics,2013
dtft,University of Southern California,Physics,2014
dtft,University of Southern California,Physics,2015
dtran,Stanford University,Computer Science,2009
dtran,Stanford University,Computer Science,2010
dtran,Stanford University,Computer Science,2006
dtran,Stanford University,Computer Science,2007
dtran,Stanford University,Computer Science,2008
dtulman,Tulane University,Bioinnovation,2013
dtulman,Tulane University,Bioinnovation,2014
dtulman,Tulane University,Bioinnovation,2015
dtulman,Tulane University,Bioinnovation,2016
dtulman,Tulane University,Bioinnovation,2017
dtulman,Tulane University,Bioinnovation,2018
dtw,Technische Universität Darmstadt,Computer Science,2005
dtw,Technische Universität Darmstadt,Computer Science,2006
dtw,Technische Universität Darmstadt,Computer Science,2007
dtw,Technische Universität Darmstadt,Computer Science,2008
dtw,Carnegie Mellon University,Human,2008
dtw,Carnegie Mellon University,Human,2009
dtw,Universidade da Madeira,Human,2009
dtw,University of Cambridge,Computer Science,2010
dtw,University of Cambridge,Computer Science,2011
dtw,University of Cambridge,Computer Science,2012
dtw,University of Cambridge,Computer Science,2013
dtw,University of Cambridge,Computer Science,2014
dubeysuchit,Georgia Institute of Technology (Atlanta),Human Computer Interaction,2010
dubeysuchit,Georgia Institute of Technology (Atlanta),Human Computer Interaction,2011
dubeysuchit,Georgia Institute of Technology (Atlanta),Human Computer Interaction,2012
dubeysuchit,"Indian Institute of Technology, Guwahati",Design,2005
dubeysuchit,"Indian Institute of Technology, Guwahati",Design,2006
dubeysuchit,"Indian Institute of Technology, Guwahati",Design,2007
dubeysuchit,"Indian Institute of Technology, Guwahati",Design,2008
dubeysuchit,"Indian Institute of Technology, Guwahati",Design,2009
ductoanle,National University of Singapore,Computer Engineering,2002
ductoanle,National University of Singapore,Computer Engineering,2003
ductoanle,National University of Singapore,Computer Engineering,2004
ductoanle,National University of Singapore,Computer Engineering,2005
ductoanle,National University of Singapore,Computer Engineering,2006
duschang27,University of Washington,,2004
duschang27,University of Washington,,2005
duschang27,University of Washington,,2006
duschang27,University of Washington,,2007
duschang27,University of Washington,,2008
duskokelez,University of the Pacific,Economics,2003
duskokelez,University of the Pacific,Economics,2004
duskokelez,University of the Pacific,Economics,2005
duskokelez,University of the Pacific,Economics,2006
duskokelez,University of the Pacific,Economics,2007
duskokelez,University of the Pacific,Economics,2008
dvdsgl,University of Pennsylvania,Philosophy,2004
dvdsgl,University of Pennsylvania,Philosophy,2005
dvdsgl,University of Pennsylvania,Philosophy,2006
dvdsgl,University of Pennsylvania,Philosophy,2007
dvdsgl,University of Pennsylvania,Philosophy,2008
dvdsgl,University of Pennsylvania,Computer Science Engineering,2004
dvdsgl,University of Pennsylvania,Computer Science Engineering,2005
dvdsgl,University of Pennsylvania,Computer Science Engineering,2006
dvdsgl,University of Pennsylvania,Computer Science Engineering,2007
dvdsgl,University of Pennsylvania,Computer Science Engineering,2008
dvdt,Princeton University,"Physics, Biophysics, Engineering And Management Systems",2007
dvdt,Princeton University,"Physics, Biophysics, Engineering And Management Systems",2008
dvdt,Princeton University,"Physics, Biophysics, Engineering And Management Systems",2009
dvdt,Princeton University,"Physics, Biophysics, Engineering And Management Systems",2010
dvdt,Princeton University,"Physics, Biophysics, Engineering And Management Systems",2011
dvdt,Rice University,Bioengineering And Biomedical Engineering,2012
dvdt,Rice University,Bioengineering And Biomedical Engineering,2013
dvdt,Rice University,Bioengineering And Biomedical Engineering,2014
dvdt,Rice University,Bioengineering And Biomedical Engineering,2015
dvdt,Rice University,Bioengineering And Biomedical Engineering,2016
dvdt,Rice University,Bioengineering And Biomedical Engineering,2017
dvlasits,University of Cambridge,Computer Science,2020
dvlasits,University of Cambridge,Computer Science,2021
dvlasits,University of Cambridge,Computer Science,2022
dvlasits,University of Cambridge,Computer Science,2023
dvlasits,University of Cambridge,Computer Science,2024
dweinberg305,Massachusetts Institute of Technology,Biology,2007
dweinberg305,Massachusetts Institute of Technology,Biology,2008
dweinberg305,Massachusetts Institute of Technology,Biology,2009
dweinberg305,Massachusetts Institute of Technology,Biology,2010
dweinberg305,Massachusetts Institute of Technology,Biology,2011
dweinberg305,Massachusetts Institute of Technology,Biology,2012
dweinberg305,Massachusetts Institute of Technology,Biology,2013
dweinberg305,Yale University,Molecular Biophysics And Biochemistry,2003
dweinberg305,Yale University,Molecular Biophysics And Biochemistry,2004
dweinberg305,Yale University,Molecular Biophysics And Biochemistry,2005
dweinberg305,Yale University,Molecular Biophysics And Biochemistry,2006
dweinberg305,Yale University,Molecular Biophysics And Biochemistry,2007
dwen,University of Southern California,"Finance, General",2005
dwen,University of Southern California,"Finance, General",2006
dwen,University of Southern California,"Finance, General",2007
dwen,University of Southern California,"Finance, General",2008
dwen,University of Southern California,"Finance, General",2009
dwhensley,The University of Texas at Austin,Biomedical Engineering,2005
dwhensley,The University of Texas at Austin,Biomedical Engineering,2006
dwhensley,The University of Texas at Austin,Biomedical Engineering,2007
dwhensley,The University of Texas at Austin,Biomedical Engineering,2008
dwhensley,The University of Texas at Austin,Biomedical Engineering,2009
dwhensley,The University of Texas at Austin,Biomedical Engineering,2010
dwhensley,"University of California, San Francisco",Bioengineering,2012
dwhensley,"University of California, San Francisco",Bioengineering,2013
dwhensley,"University of California, San Francisco",Bioengineering,2014
dwhensley,"University of California, San Francisco",Bioengineering,2015
dwhensley,"University of California, San Francisco",Bioengineering,2016
dwhensley,"University of California, San Francisco",Bioengineering,2017
dwhensley,"University of California, Berkeley",Bioengineering,2012
dwhensley,"University of California, Berkeley",Bioengineering,2013
dwhensley,"University of California, Berkeley",Bioengineering,2014
dwhensley,"University of California, Berkeley",Bioengineering,2015
dwhensley,"University of California, Berkeley",Bioengineering,2016
dwhensley,"University of California, Berkeley",Bioengineering,2017
dwiner,"University of California, Berkeley",Electrical Engineering And Computer Science,2016
dwiner,"University of California, Berkeley",Electrical Engineering And Computer Science,2017
dwiner,Brown Univeristy,Applied Math,2009
dwiner,Brown Univeristy,Applied Math,2010
dwiner,Brown Univeristy,Applied Math,2011
dwiner,Brown Univeristy,Applied Math,2012
dwiner,Brown Univeristy,Applied Math,2013
dwiner,Stanford University,,2017
dwiner,Stanford University,,2018
dwiner,Stanford University,,2019
Dwolb,University of Michigan,Electrical Engineering,2006
Dwolb,University of Michigan,Electrical Engineering,2007
Dwolb,University of Michigan,Electrical Engineering,2008
Dwolb,University of Michigan,Electrical Engineering,2009
Dwolb,University of Michigan,Electrical Engineering,2010
Dwolb,Northwestern University - Kellogg School of Management,"Marketing, Operations",2014
Dwolb,Northwestern University - Kellogg School of Management,"Marketing, Operations",2015
Dwolb,Northwestern University - Kellogg School of Management,"Marketing, Operations",2016
dwshorowitz,IMG Leadbetter Golf Academy,Competitive Golf,2006
dwshorowitz,IMG Leadbetter Golf Academy,Competitive Golf,2007
dwshorowitz,"University of Maryland, College Park",Bachelor Of Science Finance,2008
dwshorowitz,"University of Maryland, College Park",Bachelor Of Science Finance,2009
dwshorowitz,"University of Maryland, College Park",Bachelor Of Science Finance,2010
dwshorowitz,"University of Maryland, College Park",Bachelor Of Science Finance,2011
dwurtz,Oyster Bay High School,,1999
dwurtz,Oyster Bay High School,,2000
dwurtz,Oyster Bay High School,,2001
dwurtz,Oyster Bay High School,,2002
dwurtz,Oyster Bay High School,,2003
dwurtz,Franklin W. Olin College of Engineering,Bioengineering,2003
dwurtz,Franklin W. Olin College of Engineering,Bioengineering,2004
dwurtz,Franklin W. Olin College of Engineering,Bioengineering,2005
dwurtz,Franklin W. Olin College of Engineering,Bioengineering,2006
dwurtz,Franklin W. Olin College of Engineering,Bioengineering,2007
dwwoelfel,Texas A&M University,Mathematics,2004
dwwoelfel,Texas A&M University,Mathematics,2005
dwwoelfel,Texas A&M University,Mathematics,2006
dwwoelfel,Texas A&M University,Mathematics,2007
dwwoelfel,Texas A&M University,Mathematics,2008
dwwoelfel,Texas A&M University,Mathematics,2009
dwwoelfel,Texas A&M University,Mathematics,2010
dxiao,Paris 6,Mathematics,2003
dxiao,Paris 6,Mathematics,2004
dxiao,Princeton University,Computer Science,2004
dxiao,Princeton University,Computer Science,2005
dxiao,Princeton University,Computer Science,2006
dxiao,Princeton University,Computer Science,2007
dxiao,Princeton University,Computer Science,2008
dxiao,Princeton University,Computer Science,2009
dxiao,Harvard University,Computer Science,1999
dxiao,Harvard University,Computer Science,2000
dxiao,Harvard University,Computer Science,2001
dxiao,Harvard University,Computer Science,2002
dxiao,Harvard University,Computer Science,2003
dy,University of Illinois Urbana-Champaign,"Electrical Engineering, Computer Science",2000
dy,University of Illinois Urbana-Champaign,"Electrical Engineering, Computer Science",2001
dy,University of Illinois Urbana-Champaign,"Electrical Engineering, Computer Science",2002
dy,University of Illinois Urbana-Champaign,"Electrical Engineering, Computer Science",2003
dy,University of Illinois Urbana-Champaign,"Electrical Engineering, Computer Science",2004
dy,Fullstack Academy,Computer Science,2012
dy,University Laboratory High School,,1997
dy,University Laboratory High School,,1998
dy,University Laboratory High School,,1999
dy,University Laboratory High School,,2000
dyanisse,Ecole polytechnique fédérale de Lausanne,Microtechnique,2007
dyanisse,Ecole polytechnique fédérale de Lausanne,Microtechnique,2008
dyanisse,Ecole polytechnique fédérale de Lausanne,Microtechnique,2009
dyanisse,Ecole polytechnique fédérale de Lausanne,Microtechnique,2010
dyanisse,EPFL,Microengineering,2006
dyanisse,EPFL,Microengineering,2007
dyanisse,EPFL,Microengineering,2008
dyanisse,EPFL,Microengineering,2009
dyanisse,EPFL,Microengineering,2010
dyanisse,EPFL,Microengineering,2011
